Input,Output
19.562500,0.226078
19.625000,0.225715
19.687500,0.225353
19.750000,0.224994
19.812500,0.224636
19.875000,0.224279
19.937500,0.223924
20.000000,0.223571
20.062500,0.223219
20.125000,0.222868
20.187500,0.222519
20.250000,0.222172
20.312500,0.221826
20.375000,0.221481
20.437500,0.221138
20.500000,0.220797
20.562500,0.220457
20.625000,0.220118
20.687500,0.219781
20.750000,0.219446
20.812500,0.219112
20.875000,0.218779
20.937500,0.218448
21.000000,0.218118
21.062500,0.217789
21.125000,0.217462
21.187500,0.217137
21.250000,0.216813
21.312500,0.216490
21.375000,0.216168
21.437500,0.215848
21.500000,0.215530
21.562500,0.215212
21.625000,0.214897
21.687500,0.214582
21.750000,0.214269
21.812500,0.213957
21.875000,0.213646
21.937500,0.213337
22.000000,0.213029
22.062500,0.212723
22.125000,0.212418
22.187500,0.212114
22.250000,0.211811
22.312500,0.211510
22.375000,0.211210
22.437500,0.210911
22.500000,0.210614
22.562500,0.210317
22.625000,0.210022
22.687500,0.209729
22.750000,0.209436
22.812500,0.209145
22.875000,0.208855
22.937500,0.208566
23.000000,0.208279
23.062500,0.207993
23.125000,0.207708
23.187500,0.207424
23.250000,0.207141
23.312500,0.206860
23.375000,0.206579
23.437500,0.206300
23.500000,0.206022
23.562500,0.205746
23.625000,0.205470
23.687500,0.205196
23.750000,0.204922
23.812500,0.204650
23.875000,0.204379
23.937500,0.204109
24.000000,0.203841
24.062500,0.203573
24.125000,0.203307
24.187500,0.203041
24.250000,0.202777
24.312500,0.202514
24.375000,0.202252
24.437500,0.201991
24.500000,0.201731
24.562500,0.201472
24.625000,0.201214
24.687500,0.200958
24.750000,0.200702
24.812500,0.200447
24.875000,0.200194
24.937500,0.199941
25.000000,0.199690
25.062500,0.199439
25.125000,0.199190
25.187500,0.198941
25.250000,0.198694
25.312500,0.198448
25.375000,0.198202
25.437500,0.197958
25.500000,0.197714
25.562500,0.197472
25.625000,0.197231
25.687500,0.196990
25.750000,0.196751
25.812500,0.196512
25.875000,0.196274
25.937500,0.196038
26.000000,0.195802
26.062500,0.195567
26.125000,0.195333
26.187500,0.195100
26.250000,0.194868
26.312500,0.194637
26.375000,0.194407
26.437500,0.194178
26.500000,0.193949
26.562500,0.193722
26.625000,0.193495
26.687500,0.193269
26.750000,0.193044
26.812500,0.192820
26.875000,0.192597
26.937500,0.192375
27.000000,0.192154
27.062500,0.191933
27.125000,0.191713
27.187500,0.191494
27.250000,0.191276
27.312500,0.191059
27.375000,0.190843
27.437500,0.190627
27.500000,0.190412
27.562500,0.190198
27.625000,0.189985
27.687500,0.189773
27.750000,0.189561
27.812500,0.189350
27.875000,0.189140
27.937500,0.188931
28.000000,0.188722
28.062500,0.188514
28.125000,0.188307
28.187500,0.188101
28.250000,0.187895
28.312500,0.187691
28.375000,0.187487
28.437500,0.187283
28.500000,0.187081
28.562500,0.186879
28.625000,0.186678
28.687500,0.186477
28.750000,0.186277
28.812500,0.186078
28.875000,0.185880
28.937500,0.185682
29.000000,0.185485
29.062500,0.185289
29.125000,0.185093
29.187500,0.184898
29.250000,0.184704
29.312500,0.184510
29.375000,0.184317
29.437500,0.184125
29.500000,0.183933
29.562500,0.183742
29.625000,0.183552
29.687500,0.183362
29.750000,0.183172
29.812500,0.182984
29.875000,0.182796
29.937500,0.182608
30.000000,0.182422
30.062500,0.182235
30.125000,0.182050
30.187500,0.181865
30.250000,0.181680
30.312500,0.181497
30.375000,0.181313
30.437500,0.181131
30.500000,0.180948
30.562500,0.180767
30.625000,0.180586
30.687500,0.180405
30.750000,0.180225
30.812500,0.180046
30.875000,0.179867
30.937500,0.179689
31.000000,0.179511
31.062500,0.179333
31.125000,0.179157
31.187500,0.178980
31.250000,0.178805
31.312500,0.178629
31.375000,0.178454
31.437500,0.178280
31.500000,0.178106
31.562500,0.177933
31.625000,0.177760
31.687500,0.177588
31.750000,0.177416
31.812500,0.177244
31.875000,0.177073
31.937500,0.176903
32.000000,0.176733
32.062500,0.176558
32.125000,0.176384
32.187500,0.176211
32.250000,0.176038
32.312500,0.175865
32.375000,0.175693
32.437500,0.175522
32.500000,0.175351
32.562500,0.175180
32.625000,0.175010
32.687500,0.174840
32.750000,0.174671
32.812500,0.174502
32.875000,0.174334
32.937500,0.174166
33.000000,0.173998
33.062500,0.173832
33.125000,0.173665
33.187500,0.173499
33.250000,0.173333
33.312500,0.173168
33.375000,0.173004
33.437500,0.172839
33.500000,0.172676
33.562500,0.172512
33.625000,0.172349
33.687500,0.172187
33.750000,0.172025
33.812500,0.171863
33.875000,0.171702
33.937500,0.171542
34.000000,0.171381
34.062500,0.171221
34.125000,0.171062
34.187500,0.170903
34.250000,0.170745
34.312500,0.170587
34.375000,0.170429
34.437500,0.170272
34.500000,0.170115
34.562500,0.169959
34.625000,0.169803
34.687500,0.169647
34.750000,0.169492
34.812500,0.169337
34.875000,0.169183
34.937500,0.169029
35.000000,0.168876
35.062500,0.168723
35.125000,0.168570
35.187500,0.168418
35.250000,0.168266
35.312500,0.168115
35.375000,0.167964
35.437500,0.167813
35.500000,0.167663
35.562500,0.167513
35.625000,0.167364
35.687500,0.167215
35.750000,0.167067
35.812500,0.166919
35.875000,0.166771
35.937500,0.166624
36.000000,0.166477
36.062500,0.166330
36.125000,0.166184
36.187500,0.166038
36.250000,0.165893
36.312500,0.165748
36.375000,0.165603
36.437500,0.165459
36.500000,0.165315
36.562500,0.165172
36.625000,0.165029
36.687500,0.164886
36.750000,0.164744
36.812500,0.164602
36.875000,0.164461
36.937500,0.164319
37.000000,0.164179
37.062500,0.164038
37.125000,0.163898
37.187500,0.163759
37.250000,0.163619
37.312500,0.163481
37.375000,0.163342
37.437500,0.163204
37.500000,0.163066
37.562500,0.162929
37.625000,0.162792
37.687500,0.162655
37.750000,0.162519
37.812500,0.162383
37.875000,0.162247
37.937500,0.162112
38.000000,0.161977
38.062500,0.161843
38.125000,0.161708
38.187500,0.161575
38.250000,0.161441
38.312500,0.161308
38.375000,0.161175
38.437500,0.161043
38.500000,0.160911
38.562500,0.160779
38.625000,0.160648
38.687500,0.160517
38.750000,0.160386
38.812500,0.160256
38.875000,0.160126
38.937500,0.159996
39.000000,0.159867
39.062500,0.159738
39.125000,0.159609
39.187500,0.159481
39.250000,0.159353
39.312500,0.159225
39.375000,0.159098
39.437500,0.158971
39.500000,0.158844
39.562500,0.158718
39.625000,0.158592
39.687500,0.158466
39.750000,0.158341
39.812500,0.158216
39.875000,0.158091
39.937500,0.157967
40.000000,0.157843
40.062500,0.157719
40.125000,0.157596
40.187500,0.157473
40.250000,0.157350
40.312500,0.157227
40.375000,0.157105
40.437500,0.156983
40.500000,0.156862
40.562500,0.156741
40.625000,0.156620
40.687500,0.156499
40.750000,0.156379
40.812500,0.156259
40.875000,0.156139
40.937500,0.156020
41.000000,0.155901
41.062500,0.155782
41.125000,0.155663
41.187500,0.155545
41.250000,0.155427
41.312500,0.155310
41.375000,0.155193
41.437500,0.155076
41.500000,0.154959
41.562500,0.154842
41.625000,0.154726
41.687500,0.154610
41.750000,0.154495
41.812500,0.154380
41.875000,0.154265
41.937500,0.154150
42.000000,0.154036
42.062500,0.153921
42.125000,0.153808
42.187500,0.153694
42.250000,0.153581
42.312500,0.153468
42.375000,0.153355
42.437500,0.153243
42.500000,0.153130
42.562500,0.153019
42.625000,0.152907
42.687500,0.152796
42.750000,0.152684
42.812500,0.152574
42.875000,0.152463
42.937500,0.152353
43.000000,0.152243
43.062500,0.152133
43.125000,0.152024
43.187500,0.151914
43.250000,0.151805
43.312500,0.151697
43.375000,0.151588
43.437500,0.151480
43.500000,0.151372
43.562500,0.151265
43.625000,0.151157
43.687500,0.151050
43.750000,0.150943
43.812500,0.150836
43.875000,0.150730
43.937500,0.150624
44.000000,0.150518
44.062500,0.150412
44.125000,0.150307
44.187500,0.150202
44.250000,0.150097
44.312500,0.149992
44.375000,0.149888
44.437500,0.149784
44.500000,0.149680
44.562500,0.149576
44.625000,0.149473
44.687500,0.149369
44.750000,0.149266
44.812500,0.149164
44.875000,0.149061
44.937500,0.148959
45.000000,0.148857
45.062500,0.148755
45.125000,0.148653
45.187500,0.148552
45.250000,0.148451
45.312500,0.148350
45.375000,0.148249
45.437500,0.148149
45.500000,0.148049
45.562500,0.147949
45.625000,0.147849
45.687500,0.147749
45.750000,0.147650
45.812500,0.147551
45.875000,0.147452
45.937500,0.147353
46.000000,0.147255
46.062500,0.147157
46.125000,0.147059
46.187500,0.146961
46.250000,0.146863
46.312500,0.146766
46.375000,0.146668
46.437500,0.146572
46.500000,0.146475
46.562500,0.146378
46.625000,0.146282
46.687500,0.146186
46.750000,0.146090
46.812500,0.145994
46.875000,0.145898
46.937500,0.145803
47.000000,0.145708
47.062500,0.145613
47.125000,0.145518
47.187500,0.145424
47.250000,0.145329
47.312500,0.145235
47.375000,0.145141
47.437500,0.145047
47.500000,0.144954
47.562500,0.144860
47.625000,0.144767
47.687500,0.144674
47.750000,0.144581
47.812500,0.144489
47.875000,0.144396
47.937500,0.144304
48.000000,0.144212
48.062500,0.144120
48.125000,0.144028
48.187500,0.143937
48.250000,0.143845
48.312500,0.143754
48.375000,0.143663
48.437500,0.143572
48.500000,0.143481
48.562500,0.143391
48.625000,0.143301
48.687500,0.143211
48.750000,0.143121
48.812500,0.143031
48.875000,0.142941
48.937500,0.142852
49.000000,0.142762
49.062500,0.142673
49.125000,0.142584
49.187500,0.142496
49.250000,0.142407
49.312500,0.142318
49.375000,0.142230
49.437500,0.142142
49.500000,0.142054
49.562500,0.141966
49.625000,0.141879
49.687500,0.141791
49.750000,0.141704
49.812500,0.141617
49.875000,0.141530
49.937500,0.141443
50.000000,0.141356
50.062500,0.141269
50.125000,0.141183
50.187500,0.141097
50.250000,0.141011
50.312500,0.140925
50.375000,0.140839
50.437500,0.140753
50.500000,0.140668
50.562500,0.140582
50.625000,0.140497
50.687500,0.140412
50.750000,0.140327
50.812500,0.140242
50.875000,0.140157
50.937500,0.140073
51.000000,0.139988
51.062500,0.139904
51.125000,0.139820
51.187500,0.139736
51.250000,0.139652
51.312500,0.139569
51.375000,0.139485
51.437500,0.139402
51.500000,0.139318
51.562500,0.139235
51.625000,0.139152
51.687500,0.139069
51.750000,0.138986
51.812500,0.138904
51.875000,0.138821
51.937500,0.138739
52.000000,0.138656
52.062500,0.138574
52.125000,0.138492
52.187500,0.138410
52.250000,0.138328
52.312500,0.138247
52.375000,0.138165
52.437500,0.138084
52.500000,0.138002
52.562500,0.137921
52.625000,0.137840
52.687500,0.137759
52.750000,0.137678
52.812500,0.137597
52.875000,0.137517
52.937500,0.137436
53.000000,0.137356
53.062500,0.137275
53.125000,0.137195
53.187500,0.137115
53.250000,0.137035
53.312500,0.136955
53.375000,0.136875
53.437500,0.136795
53.500000,0.136716
53.562500,0.136636
53.625000,0.136557
53.687500,0.136478
53.750000,0.136399
53.812500,0.136319
53.875000,0.136240
53.937500,0.136162
54.000000,0.136083
54.062500,0.136004
54.125000,0.135925
54.187500,0.135847
54.250000,0.135769
54.312500,0.135690
54.375000,0.135612
54.437500,0.135534
54.500000,0.135456
54.562500,0.135378
54.625000,0.135300
54.687500,0.135222
54.750000,0.135144
54.812500,0.135067
54.875000,0.134989
54.937500,0.134912
55.000000,0.134834
55.062500,0.134757
55.125000,0.134680
55.187500,0.134603
55.250000,0.134526
55.312500,0.134449
55.375000,0.134372
55.437500,0.134295
55.500000,0.134218
55.562500,0.134142
55.625000,0.134065
55.687500,0.133989
55.750000,0.133912
55.812500,0.133836
55.875000,0.133759
55.937500,0.133683
56.000000,0.133607
56.062500,0.133531
56.125000,0.133455
56.187500,0.133379
56.250000,0.133303
56.312500,0.133227
56.375000,0.133152
56.437500,0.133076
56.500000,0.133000
56.562500,0.132925
56.625000,0.132849
56.687500,0.132774
56.750000,0.132698
56.812500,0.132623
56.875000,0.132548
56.937500,0.132473
57.000000,0.132397
57.062500,0.132322
57.125000,0.132247
57.187500,0.132172
57.250000,0.132097
57.312500,0.132022
57.375000,0.131948
57.437500,0.131873
57.500000,0.131798
57.562500,0.131723
57.625000,0.131649
57.687500,0.131574
57.750000,0.131500
57.812500,0.131425
57.875000,0.131351
57.937500,0.131276
58.000000,0.131202
58.062500,0.131128
58.125000,0.131054
58.187500,0.130979
58.250000,0.130905
58.312500,0.130831
58.375000,0.130757
58.437500,0.130683
58.500000,0.130609
58.562500,0.130535
58.625000,0.130461
58.687500,0.130387
58.750000,0.130313
58.812500,0.130239
58.875000,0.130166
58.937500,0.130092
59.000000,0.130018
59.062500,0.129944
59.125000,0.129871
59.187500,0.129797
59.250000,0.129724
59.312500,0.129650
59.375000,0.129576
59.437500,0.129503
59.500000,0.129429
59.562500,0.129356
59.625000,0.129282
59.687500,0.129210
59.750000,0.129143
59.812500,0.129076
59.875000,0.129009
59.937500,0.128942
60.000000,0.128875
60.062500,0.128809
60.125000,0.128742
60.187500,0.128676
60.250000,0.128609
60.312500,0.128543
60.375000,0.128477
60.437500,0.128411
60.500000,0.128345
60.562500,0.128279
60.625000,0.128213
60.687500,0.128147
60.750000,0.128081
60.812500,0.128016
60.875000,0.127950
60.937500,0.127885
61.000000,0.127820
61.062500,0.127754
61.125000,0.127689
61.187500,0.127624
61.250000,0.127559
61.312500,0.127495
61.375000,0.127430
61.437500,0.127365
61.500000,0.127301
61.562500,0.127236
61.625000,0.127172
61.687500,0.127107
61.750000,0.127043
61.812500,0.126979
61.875000,0.126915
61.937500,0.126851
62.000000,0.126787
62.062500,0.126723
62.125000,0.126660
62.187500,0.126596
62.250000,0.126533
62.312500,0.126469
62.375000,0.126406
62.437500,0.126343
62.500000,0.126279
62.562500,0.126216
62.625000,0.126153
62.687500,0.126090
62.750000,0.126028
62.812500,0.125965
62.875000,0.125902
62.937500,0.125840
63.000000,0.125777
63.062500,0.125715
63.125000,0.125652
63.187500,0.125590
63.250000,0.125528
63.312500,0.125466
63.375000,0.125404
63.437500,0.125342
63.500000,0.125280
63.562500,0.125218
63.625000,0.125157
63.687500,0.125095
63.750000,0.125034
63.812500,0.124972
63.875000,0.124911
63.937500,0.124850
64.000000,0.124788
